District,Month,Cases,Year,YearMonth,Precipitation_mm,Temp_Min_C,Temp_Max_C,Soil_Moisture_0_7cm,MRiceArea,MRiceYield,SRiceArea,SRiceYield,Population,Households
Kurunegala,1,26,2019,2019-01,18.5,18.856,34.406,0.2830511,"80,370","4,711","39,148",4015,1704172,476827
Mannar,1,0,2019,2019-01,15.5,21.2175,31.567501,0.13677017,"19,267","5,112",925,5514,113036,27366
Matale,1,12,2019,2019-01,30.6,16.5485,31.9985,0.32107526,"19,115","5,260","4,621",5259,508797,139222
Matara,1,9,2019,2019-01,23.2,22.511,29.611,0.0,"12,950","4,160","11,306",3240,827872,218699
Monaragala,1,35,2019,2019-01,40.899998,19.7615,30.1115,0.21164247,"36,044","4,911","14,146",5122,494236,137022
Mullaitivu,1,6,2019,2019-01,22.800001,23.654,28.204,0.30260214,"16,617","4,915","5,294",5081,108902,29924
Nuwara Eliya,1,6,2019,2019-01,55.7,6.1235,20.623499,0.42392337,"4,660","4,998","1,487",2715,719567,185728
Polonnaruwa,1,11,2019,2019-01,52.4,19.515501,30.365501,0.40788174,"65,970","5,075","61,624",5511,429772,119259
Puttalam,1,5,2019,2019-01,7.2,20.0715,31.8215,0.19899462,"20,681","4,584","8,460",4479,794817,218582
Ratnapura,1,58,2019,2019-01,67.8,18.258,33.208,0.34672314,"11,175","4,688","7,349",4834,1121140,306904
Trincomalee,1,0,2019,2019-01,28.8,23.315,28.665,0.27624732,"38,587","4,241","18,375",4978,415222,107970
Vavuniya,1,6,2019,2019-01,12.2,19.876,29.976,0.26685217,"19,207","5,594","2,364",5363,172230,45120
Ampara,2,3,2019,2019-02,148.20001,21.637499,31.0375,0.37660715,"79,982","5,030","56,055",5377,703319,185424
Anuradhapura,2,25,2019,2019-02,82.5,21.134499,32.8845,0.28009674,"109,813","5,414","33,412",5119,917293,253084
Badulla,2,14,2019,2019-02,180.5,15.957,27.757,0.4834137,"25,670","4,708","11,270",5120,848131,225088
Batticaloa,2,0,2019,2019-02,106.1,23.348,29.798,0.2084732,"67,214","3,206","27,444",3683,565976,152331
Colombo,2,10,2019,2019-02,119.700005,22.624,33.424,0.25147766,"3,232","3,509",892,3064,2354003,616048
Galle,2,26,2019,2019-02,193.6,22.429998,31.83,0.45275447,"8,313","3,247","3,333",3012,1083059,289821
Gampaha,2,5,2019,2019-02,224.5,21.763,36.363,0.39578125,"10,344","3,717","5,500",3250,2380544,646409
Hambantota,2,5,2019,2019-02,193.20001,23.0195,32.7695,0.22171725,"34,164","6,622","32,702",5726,640638,173694
Jaffna,2,8,2019,2019-02,18.8,22.324001,32.823997,0.16988541,"10,588","4,224",-,-,590198,147804
Kalutara,2,31,2019,2019-02,102.4,22.530499,31.9805,0.36563244,"10,297","3,642","5,076",2857,1270175,328617
Kandy,2,4,2019,2019-02,161.8,17.413,29.013,0.37833333,"11,112","4,289","5,858",3399,1425206,369187
Kegalle,2,12,2019,2019-02,324.2,19.393,34.343,0.40276042,"5,890","4,721","2,684",2882,857921,232055
Kilinochchi,2,3,2019,2019-02,34.9,21.478498,32.4785,0.22211012,"26,765","3,599","9,581",5183,126517,32350
Kurunegala,2,17,2019,2019-02,150.6,18.656,33.806,0.3857351,"80,370","4,711","39,148",4015,1704172,476827
Mannar,2,0,2019,2019-02,234.6,21.667501,32.317497,0.19554017,"19,267","5,112",925,5514,113036,27366
Matale,2,5,2019,2019-02,183.3,16.4985,32.6485,0.3893899,"19,115","5,260","4,621",5259,508797,139222
Matara,2,20,2019,2019-02,106.5,23.911001,30.411001,0.0,"12,950","4,160","11,306",3240,827872,218699
Monaragala,2,20,2019,2019-02,121.100006,20.6615,31.2115,0.26882887,"36,044","4,911","14,146",5122,494236,137022
Mullaitivu,2,3,2019,2019-02,42.2,23.754,30.454,0.27309078,"16,617","4,915","5,294",5081,108902,29924
Nuwara Eliya,2,4,2019,2019-02,160.8,7.6735,20.9735,0.43682143,"4,660","4,998","1,487",2715,719567,185728
Polonnaruwa,2,13,2019,2019-02,112.9,20.9155,31.765501,0.4345491,"65,970","5,075","61,624",5511,429772,119259
Puttalam,2,2,2019,2019-02,79.3,21.3215,33.0215,0.24191667,"20,681","4,584","8,460",4479,794817,218582
Ratnapura,2,48,2019,2019-02,143.5,21.408,34.058,0.37657887,"11,175","4,688","7,349",4834,1121140,306904
Trincomalee,2,1,2019,2019-02,56.1,23.865,30.165,0.2710268,"38,587","4,241","18,375",4978,415222,107970
Vavuniya,2,11,2019,2019-02,50.0,21.126,33.226,0.24262202,"19,207","5,594","2,364",5363,172230,45120
Ampara,3,4,2019,2019-03,31.3,20.4375,34.6875,0.27985483,"79,982","5,030","56,055",5377,703319,185424
Anuradhapura,3,11,2019,2019-03,11.0,22.0845,36.934498,0.16771103,"109,813","5,414","33,412",5119,917293,253084
Badulla,3,17,2019,2019-03,86.1,14.957,28.907,0.41930377,"25,670","4,708","11,270",5120,848131,225088
Batticaloa,3,7,2019,2019-03,18.6,22.998,33.048,0.06383871,"67,214","3,206","27,444",3683,565976,152331
Colombo,3,26,2019,2019-03,72.6,22.774,33.374,0.16947043,"3,232","3,509",892,3064,2354003,616048
Galle,3,31,2019,2019-03,101.6,23.179998,32.13,0.4344745,"8,313","3,247","3,333",3012,1083059,289821
Gampaha,3,21,2019,2019-03,87.0,22.213001,36.363,0.3300833,"10,344","3,717","5,500",3250,2380544,646409
Hambantota,3,13,2019,2019-03,45.1,23.6695,33.0695,0.18633603,"34,164","6,622","32,702",5726,640638,173694
Jaffna,3,3,2019,2019-03,6.5,23.824001,33.874,0.1364906,"10,588","4,224",-,-,590198,147804
Kalutara,3,69,2019,2019-03,68.6,22.5805,33.1305,0.33955914,"10,297","3,642","5,076",2857,1270175,328617
Kandy,3,3,2019,2019-03,38.7,17.113,34.713,0.28638574,"11,112","4,289","5,858",3399,1425206,369187
Kegalle,3,21,2019,2019-03,57.8,20.743,36.643,0.3324839,"5,890","4,721","2,684",2882,857921,232055
Kilinochchi,3,2,2019,2019-03,4.3,22.2785,36.1785,0.1506801,"26,765","3,599","9,581",5183,126517,32350
Kurunegala,3,27,2019,2019-03,21.1,19.756,38.306,0.2929005,"80,370","4,711","39,148",4015,1704172,476827
Mannar,3,1,2019,2019-03,7.8,22.2675,36.767498,0.085844085,"19,267","5,112",925,5514,113036,27366
Matale,3,4,2019,2019-03,27.1,18.3985,36.2985,0.31812367,"19,115","5,260","4,621",5259,508797,139222
Matara,3,45,2019,2019-03,46.4,24.611,29.911001,0.0,"12,950","4,160","11,306",3240,827872,218699
Monaragala,3,50,2019,2019-03,53.3,20.7615,36.511497,0.16156721,"36,044","4,911","14,146",5122,494236,137022
Mullaitivu,3,3,2019,2019-03,4.3,23.304,33.054,0.17669894,"16,617","4,915","5,294",5081,108902,29924
Nuwara Eliya,3,2,2019,2019-03,67.3,8.2735,22.523499,0.40035617,"4,660","4,998","1,487",2715,719567,185728
Polonnaruwa,3,6,2019,2019-03,12.7,22.4655,36.7155,0.24608739,"65,970","5,075","61,624",5511,429772,119259
Puttalam,3,4,2019,2019-03,18.2,22.6215,36.0215,0.13808468,"20,681","4,584","8,460",4479,794817,218582
Ratnapura,3,79,2019,2019-03,82.3,22.708,35.558,0.31598252,"11,175","4,688","7,349",4834,1121140,306904
Trincomalee,3,3,2019,2019-03,7.1000004,22.565,34.265,0.14995565,"38,587","4,241","18,375",4978,415222,107970
Vavuniya,3,13,2019,2019-03,5.2000003,21.976,38.526,0.15278763,"19,207","5,594","2,364",5363,172230,45120
Ampara,4,2,2019,2019-04,52.7,22.887499,34.737503,0.23091806,"79,982","5,030","56,055",5377,703319,185424
Anuradhapura,4,14,2019,2019-04,108.3,23.984499,37.2345,0.23586805,"109,813","5,414","33,412",5119,917293,253084
Badulla,4,17,2019,2019-04,154.0,17.007,30.206999,0.38355556,"25,670","4,708","11,270",5120,848131,225088
Batticaloa,4,4,2019,2019-04,47.3,24.148,34.348003,0.07360833,"67,214","3,206","27,444",3683,565976,152331
Colombo,4,10,2019,2019-04,130.5,23.974,33.674,0.21704862,"3,232","3,509",892,3064,2354003,616048
Galle,4,35,2019,2019-04,144.70001,22.98,31.179998,0.39001667,"8,313","3,247","3,333",3012,1083059,289821
Gampaha,4,12,2019,2019-04,215.40001,23.713001,36.313,0.37814444,"10,344","3,717","5,500",3250,2380544,646409
Hambantota,4,14,2019,2019-04,69.5,24.5195,32.9695,0.2149125,"34,164","6,622","32,702",5726,640638,173694
Jaffna,4,1,2019,2019-04,26.5,25.674002,35.124,0.16145417,"10,588","4,224",-,-,590198,147804
Kalutara,4,48,2019,2019-04,137.3,24.0805,33.4805,0.34717083,"10,297","3,642","5,076",2857,1270175,328617
Kandy,4,3,2019,2019-04,162.00002,20.313,34.663002,0.32456112,"11,112","4,289","5,858",3399,1425206,369187
Kegalle,4,11,2019,2019-04,233.8,22.943,36.993,0.38482222,"5,890","4,721","2,684",2882,857921,232055
Kilinochchi,4,2,2019,2019-04,24.300001,22.978498,36.4285,0.16444166,"26,765","3,599","9,581",5183,126517,32350
Kurunegala,4,9,2019,2019-04,212.19998,23.506,37.705997,0.38043886,"80,370","4,711","39,148",4015,1704172,476827
Mannar,4,0,2019,2019-04,38.0,24.417501,36.017498,0.12157916,"19,267","5,112",925,5514,113036,27366
Matale,4,1,2019,2019-04,162.7,21.2485,35.9985,0.39348334,"19,115","5,260","4,621",5259,508797,139222
Matara,4,25,2019,2019-04,118.5,24.711,29.761,0.0,"12,950","4,160","11,306",3240,827872,218699
Monaragala,4,23,2019,2019-04,96.6,23.0115,37.011497,0.19795832,"36,044","4,911","14,146",5122,494236,137022
Mullaitivu,4,1,2019,2019-04,9.0,23.404,34.204,0.15470973,"16,617","4,915","5,294",5081,108902,29924
Nuwara Eliya,4,1,2019,2019-04,118.0,9.573501,23.373499,0.40261385,"4,660","4,998","1,487",2715,719567,185728
Polonnaruwa,4,3,2019,2019-04,65.8,23.7155,36.815502,0.3179639,"65,970","5,075","61,624",5511,429772,119259
Puttalam,4,2,2019,2019-04,125.8,24.3715,33.5215,0.2324875,"20,681","4,584","8,460",4479,794817,218582
Ratnapura,4,65,2019,2019-04,269.9,22.858,35.708,0.38016665,"11,175","4,688","7,349",4834,1121140,306904
Trincomalee,4,0,2019,2019-04,22.900002,23.265001,33.965,0.14074166,"38,587","4,241","18,375",4978,415222,107970
Vavuniya,4,6,2019,2019-04,76.3,23.325998,38.026,0.20186946,"19,207","5,594","2,364",5363,172230,45120
Ampara,5,6,2019,2019-05,23.4,22.887499,37.4375,0.17763574,"79,982","5,030","56,055",5377,703319,185424
Anuradhapura,5,8,2019,2019-05,17.2,24.9345,36.2345,0.20449327,"109,813","5,414","33,412",5119,917293,253084
Badulla,5,18,2019,2019-05,54.4,17.657,32.107,0.33715996,"25,670","4,708","11,270",5120,848131,225088
Batticaloa,5,11,2019,2019-05,22.699999,25.348,35.348003,0.06458333,"67,214","3,206","27,444",3683,565976,152331
Colombo,5,28,2019,2019-05,126.6,24.824001,31.074001,0.28179166,"3,232","3,509",892,3064,2354003,616048
Galle,5,59,2019,2019-05,235.3,25.08,30.279999,0.4762769,"8,313","3,247","3,333",3012,1083059,289821
Gampaha,5,9,2019,2019-05,132.8,23.713001,32.063,0.4413535,"10,344","3,717","5,500",3250,2380544,646409
Hambantota,5,16,2019,2019-05,53.4,24.969501,33.8195,0.1850027,"34,164","6,622","32,702",5726,640638,173694
Jaffna,5,1,2019,2019-05,5.2000003,27.774,33.224,0.14468415,"10,588","4,224",-,-,590198,147804
Kalutara,5,40,2019,2019-05,176.7,24.380499,31.0805,0.4496371,"10,297","3,642","5,076",2857,1270175,328617
Kandy,5,11,2019,2019-05,30.3,18.663,32.213,0.280918,"11,112","4,289","5,858",3399,1425206,369187
Kegalle,5,31,2019,2019-05,71.5,23.193,31.143,0.39217204,"5,890","4,721","2,684",2882,857921,232055
Kilinochchi,5,1,2019,2019-05,11.4,25.978498,38.2285,0.15323523,"26,765","3,599","9,581",5183,126517,32350
Kurunegala,5,20,2019,2019-05,44.3,23.706,32.705997,0.36179432,"80,370","4,711","39,148",4015,1704172,476827
Mannar,5,0,2019,2019-05,6.2000003,26.3675,34.4675,0.08964381,"19,267","5,112",925,5514,113036,27366
Matale,5,7,2019,2019-05,51.6,22.6485,31.7985,0.36908737,"19,115","5,260","4,621",5259,508797,139222
Matara,5,52,2019,2019-05,185.4,25.461,29.611,0.0,"12,950","4,160","11,306",3240,827872,218699
Monaragala,5,23,2019,2019-05,28.1,22.7615,38.4115,0.13567069,"36,044","4,911","14,146",5122,494236,137022
Mullaitivu,5,4,2019,2019-05,17.5,25.554,38.154,0.1686922,"16,617","4,915","5,294",5081,108902,29924
Nuwara Eliya,5,10,2019,2019-05,88.4,11.0235,23.123499,0.4111129,"4,660","4,998","1,487",2715,719567,185728
Polonnaruwa,5,12,2019,2019-05,20.2,25.1655,38.565502,0.23197581,"65,970","5,075","61,624",5511,429772,119259
Puttalam,5,6,2019,2019-05,39.5,25.4715,31.921501,0.22556317,"20,681","4,584","8,460",4479,794817,218582
Ratnapura,5,125,2019,2019-05,230.1,23.908,31.058,0.472082,"11,175","4,688","7,349",4834,1121140,306904
Trincomalee,5,3,2019,2019-05,21.8,25.715,38.765,0.14551076,"38,587","4,241","18,375",4978,415222,107970
Vavuniya,5,5,2019,2019-05,19.300001,24.876,37.576,0.18073386,"19,207","5,594","2,364",5363,172230,45120
Ampara,6,2,2019,2019-06,53.0,24.3375,39.0875,0.18158194,"79,982","5,030","56,055",5377,703319,185424
Anuradhapura,6,5,2019,2019-06,16.1,24.984499,34.6345,0.18604584,"109,813","5,414","33,412",5119,917293,253084
Badulla,6,25,2019,2019-06,56.7,19.157,32.857,0.32450417,"25,670","4,708","11,270",5120,848131,225088
Batticaloa,6,7,2019,2019-06,37.6,25.448,38.248,0.081697226,"67,214","3,206","27,444",3683,565976,152331
Colombo,6,22,2019,2019-06,287.7,24.274,30.824001,0.37973195,"3,232","3,509",892,3064,2354003,616048
Galle,6,49,2019,2019-06,294.9,24.929998,29.98,0.49474722,"8,313","3,247","3,333",3012,1083059,289821
Gampaha,6,10,2019,2019-06,308.30002,23.413,32.013,0.49105138,"10,344","3,717","5,500",3250,2380544,646409
Hambantota,6,13,2019,2019-06,56.399998,24.869501,33.669502,0.19330278,"34,164","6,622","32,702",5726,640638,173694
Jaffna,6,1,2019,2019-06,10.5,27.724,32.573997,0.17428194,"10,588","4,224",-,-,590198,147804
Kalutara,6,49,2019,2019-06,277.30002,24.130499,30.530499,0.48603612,"10,297","3,642","5,076",2857,1270175,328617
Kandy,6,6,2019,2019-06,78.5,22.163,31.313,0.3365889,"11,112","4,289","5,858",3399,1425206,369187
Kegalle,6,32,2019,2019-06,208.5,22.993,31.443,0.46136108,"5,890","4,721","2,684",2882,857921,232055
Kilinochchi,6,1,2019,2019-06,4.5,26.828499,36.0285,0.14725834,"26,765","3,599","9,581",5183,126517,32350
Kurunegala,6,9,2019,2019-06,123.399994,23.606,33.156,0.41739446,"80,370","4,711","39,148",4015,1704172,476827
Mannar,6,0,2019,2019-06,9.1,27.2175,32.6675,0.097287506,"19,267","5,112",925,5514,113036,27366
Matale,6,3,2019,2019-06,124.5,22.5485,31.3985,0.41218612,"19,115","5,260","4,621",5259,508797,139222
Matara,6,51,2019,2019-06,205.4,25.711,29.561,0.0,"12,950","4,160","11,306",3240,827872,218699
Monaragala,6,17,2019,2019-06,32.7,22.8615,38.7115,0.11838889,"36,044","4,911","14,146",5122,494236,137022
Mullaitivu,6,2,2019,2019-06,9.7,26.504,37.654,0.17071252,"16,617","4,915","5,294",5081,108902,29924
Nuwara Eliya,6,10,2019,2019-06,142.4,12.8735,20.873499,0.46341112,"4,660","4,998","1,487",2715,719567,185728
Polonnaruwa,6,4,2019,2019-06,11.3,26.7155,38.1655,0.19804582,"65,970","5,075","61,624",5511,429772,119259
Puttalam,6,5,2019,2019-06,84.1,25.4715,31.271502,0.24523613,"20,681","4,584","8,460",4479,794817,218582
Ratnapura,6,135,2019,2019-06,377.4,23.658,30.658,0.49991253,"11,175","4,688","7,349",4834,1121140,306904
Trincomalee,6,1,2019,2019-06,15.3,26.215,37.914997,0.14253472,"38,587","4,241","18,375",4978,415222,107970
Vavuniya,6,3,2019,2019-06,12.2,25.575998,36.326,0.15194862,"19,207","5,594","2,364",5363,172230,45120
Ampara,7,5,2019,2019-07,45.100002,24.4375,39.787502,0.16140053,"79,982","5,030","56,055",5377,703319,185424
Anuradhapura,7,4,2019,2019-07,30.000002,24.5845,35.9845,0.16804168,"109,813","5,414","33,412",5119,917293,253084
Badulla,7,16,2019,2019-07,39.600002,18.657,34.307,0.30709812,"25,670","4,708","11,270",5120,848131,225088
Batticaloa,7,3,2019,2019-07,34.0,24.698,37.148003,0.058377694,"67,214","3,206","27,444",3683,565976,152331
Colombo,7,22,2019,2019-07,181.0,24.274,30.274,0.34500536,"3,232","3,509",892,3064,2354003,616048
Galle,7,35,2019,2019-07,219.4,24.279999,29.73,0.48079568,"8,313","3,247","3,333",3012,1083059,289821
Gampaha,7,4,2019,2019-07,214.1,23.263,31.213001,0.46384946,"10,344","3,717","5,500",3250,2380544,646409
Hambantota,7,9,2019,2019-07,42.3,24.8195,33.8695,0.17193682,"34,164","6,622","32,702",5726,640638,173694
Jaffna,7,0,2019,2019-07,33.8,25.924002,32.424,0.20966129,"10,588","4,224",-,-,590198,147804
Kalutara,7,40,2019,2019-07,188.2,23.6805,30.2305,0.45590052,"10,297","3,642","5,076",2857,1270175,328617
Kandy,7,4,2019,2019-07,92.2,20.063,31.413,0.34379438,"11,112","4,289","5,858",3399,1425206,369187
Kegalle,7,24,2019,2019-07,185.7,22.293,31.043,0.44722044,"5,890","4,721","2,684",2882,857921,232055
Kilinochchi,7,0,2019,2019-07,13.6,25.978498,36.5285,0.15795293,"26,765","3,599","9,581",5183,126517,32350
Kurunegala,7,8,2019,2019-07,114.1,22.906,32.356,0.40873525,"80,370","4,711","39,148",4015,1704172,476827
Mannar,7,0,2019,2019-07,12.8,26.4675,33.4675,0.09501748,"19,267","5,112",925,5514,113036,27366
Matale,7,5,2019,2019-07,123.700005,22.0485,30.9985,0.41076615,"19,115","5,260","4,621",5259,508797,139222
Matara,7,38,2019,2019-07,111.299995,25.011,28.861,0.0,"12,950","4,160","11,306",3240,827872,218699
Monaragala,7,18,2019,2019-07,36.600002,22.9615,37.9615,0.10374463,"36,044","4,911","14,146",5122,494236,137022
Mullaitivu,7,0,2019,2019-07,20.699999,26.004,36.754,0.19634543,"16,617","4,915","5,294",5081,108902,29924
Nuwara Eliya,7,2,2019,2019-07,128.7,11.2235,22.3235,0.44197446,"4,660","4,998","1,487",2715,719567,185728
Polonnaruwa,7,8,2019,2019-07,11.8,25.7155,38.1155,0.19862096,"65,970","5,075","61,624",5511,429772,119259
Puttalam,7,5,2019,2019-07,48.5,25.1215,32.1215,0.21147715,"20,681","4,584","8,460",4479,794817,218582
Ratnapura,7,75,2019,2019-07,304.8,22.758,30.608,0.48494354,"11,175","4,688","7,349",4834,1121140,306904
Trincomalee,7,2,2019,2019-07,39.899998,25.415,37.515,0.16733333,"38,587","4,241","18,375",4978,415222,107970
Vavuniya,7,4,2019,2019-07,19.900002,24.925999,37.326,0.16338979,"19,207","5,594","2,364",5363,172230,45120
Ampara,8,4,2019,2019-08,79.9,24.3375,37.6375,0.20077017,"79,982","5,030","56,055",5377,703319,185424
Anuradhapura,8,7,2019,2019-08,98.600006,23.6845,35.1345,0.22745162,"109,813","5,414","33,412",5119,917293,253084
Badulla,8,20,2019,2019-08,112.0,18.356998,33.207,0.35127285,"25,670","4,708","11,270",5120,848131,225088
Batticaloa,8,3,2019,2019-08,92.299995,24.848,38.498,0.082552426,"67,214","3,206","27,444",3683,565976,152331
Colombo,8,19,2019,2019-08,411.80002,23.874,29.824001,0.40537232,"3,232","3,509",892,3064,2354003,616048
Galle,8,46,2019,2019-08,474.6,23.98,29.58,0.49435484,"8,313","3,247","3,333",3012,1083059,289821
Gampaha,8,7,2019,2019-08,524.9,21.513,30.813,0.49584547,"10,344","3,717","5,500",3250,2380544,646409
Hambantota,8,17,2019,2019-08,108.1,23.4195,32.5695,0.23864517,"34,164","6,622","32,702",5726,640638,173694
Jaffna,8,4,2019,2019-08,86.399994,25.624,31.174002,0.26494354,"10,588","4,224",-,-,590198,147804
Kalutara,8,56,2019,2019-08,418.9,23.880499,29.9805,0.49194756,"10,297","3,642","5,076",2857,1270175,328617
Kandy,8,11,2019,2019-08,204.9,20.313,29.513,0.41949463,"11,112","4,289","5,858",3399,1425206,369187
Kegalle,8,22,2019,2019-08,429.4,21.843,30.193,0.48628765,"5,890","4,721","2,684",2882,857921,232055
Kilinochchi,8,1,2019,2019-08,26.199999,25.078499,34.9285,0.20136961,"26,765","3,599","9,581",5183,126517,32350
Kurunegala,8,8,2019,2019-08,314.2,22.056,31.706,0.46614784,"80,370","4,711","39,148",4015,1704172,476827
Mannar,8,0,2019,2019-08,33.9,25.6175,32.567497,0.119637094,"19,267","5,112",925,5514,113036,27366
Matale,8,4,2019,2019-08,279.30002,21.5985,29.8485,0.4611828,"19,115","5,260","4,621",5259,508797,139222
Matara,8,43,2019,2019-08,306.9,24.861,28.861,0.0,"12,950","4,160","11,306",3240,827872,218699
Monaragala,8,3,2019,2019-08,61.800003,22.2115,36.261497,0.1600484,"36,044","4,911","14,146",5122,494236,137022
Mullaitivu,8,2,2019,2019-08,46.899998,25.504,36.354,0.19162366,"16,617","4,915","5,294",5081,108902,29924
Nuwara Eliya,8,2,2019,2019-08,265.9,11.823501,20.623499,0.48100403,"4,660","4,998","1,487",2715,719567,185728
Polonnaruwa,8,4,2019,2019-08,18.8,25.015501,36.8655,0.20252286,"65,970","5,075","61,624",5511,429772,119259
Puttalam,8,1,2019,2019-08,195.9,24.7215,31.1215,0.31061426,"20,681","4,584","8,460",4479,794817,218582
Ratnapura,8,102,2019,2019-08,640.9,22.758,30.108,0.5041156,"11,175","4,688","7,349",4834,1121140,306904
Trincomalee,8,3,2019,2019-08,61.400005,25.015001,37.364998,0.21081586,"38,587","4,241","18,375",4978,415222,107970
Vavuniya,8,5,2019,2019-08,74.2,24.226,35.576,0.20920698,"19,207","5,594","2,364",5363,172230,45120
Ampara,9,5,2019,2019-09,226.9,22.637499,37.9375,0.29091942,"79,982","5,030","56,055",5377,703319,185424
Anuradhapura,9,5,2019,2019-09,154.59999,22.5345,34.8845,0.25479165,"109,813","5,414","33,412",5119,917293,253084
Badulla,9,18,2019,2019-09,240.20001,18.606998,32.607,0.41024026,"25,670","4,708","11,270",5120,848131,225088
Batticaloa,9,1,2019,2019-09,154.2,23.698,35.548,0.16451666,"67,214","3,206","27,444",3683,565976,152331
Colombo,9,15,2019,2019-09,361.9,22.574001,30.124,0.40395278,"3,232","3,509",892,3064,2354003,616048
Galle,9,46,2019,2019-09,396.7,23.38,29.98,0.4974292,"8,313","3,247","3,333",3012,1083059,289821
Gampaha,9,16,2019,2019-09,360.6,21.613,31.013,0.498675,"10,344","3,717","5,500",3250,2380544,646409
Hambantota,9,15,2019,2019-09,150.3,23.6695,33.669502,0.27749306,"34,164","6,622","32,702",5726,640638,173694
Jaffna,9,3,2019,2019-09,128.9,24.174002,31.274,0.33120695,"10,588","4,224",-,-,590198,147804
Kalutara,9,72,2019,2019-09,351.40002,22.280499,29.8305,0.49065003,"10,297","3,642","5,076",2857,1270175,328617
