District,Month,Cases,Year,YearMonth,Precipitation_mm,Temp_Min_C,Temp_Max_C,Soil_Moisture_0_7cm,MRiceArea,MRiceYield,SRiceArea,SRiceYield,Population,Households,mean_temp,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
Hambantota,7,41,2022,2022-07,113.1,24.119501,34.3695,0.1739328,"36,104",3969,"33,031",4612,658933,181884,29.2445005,28.367417208333336,10.137499750000002,75.09259630315532,78.85152557324963,34.4695,20.969501,13.499998999999995,27.952833833333333,27.827834166666666,29.002833999999996,27.227834166666668,1129.80001,215.40001,34.3,63.44796874621002,514.00001,158.5,280.1,456.80001
Hambantota,8,27,2022,2022-08,62.2,23.7695,33.1195,0.1885887,"36,104",3969,"33,031",4612,658933,181884,28.4445,28.367417208333336,10.137499750000002,75.09259630315532,78.85152557324963,34.4695,20.969501,13.499998999999995,27.952833833333333,27.827834166666666,29.002833999999996,27.227834166666668,1129.80001,215.40001,34.3,63.44796874621002,514.00001,158.5,280.1,456.80001
Hambantota,9,14,2022,2022-09,34.3,23.469501,34.4695,0.19087777,"36,104",3969,"33,031",4612,658933,181884,28.9695005,28.367417208333336,10.137499750000002,75.09259630315532,78.85152557324963,34.4695,20.969501,13.499998999999995,27.952833833333333,27.827834166666666,29.002833999999996,27.227834166666668,1129.80001,215.40001,34.3,63.44796874621002,514.00001,158.5,280.1,456.80001
Hambantota,10,24,2022,2022-10,102.1,23.369501,34.1195,0.20358469,"36,104",3969,"33,031",4612,658933,181884,28.7445005,28.367417208333336,10.137499750000002,75.09259630315532,78.85152557324963,34.4695,20.969501,13.499998999999995,27.952833833333333,27.827834166666666,29.002833999999996,27.227834166666668,1129.80001,215.40001,34.3,63.44796874621002,514.00001,158.5,280.1,456.80001
Hambantota,11,38,2022,2022-11,215.40001,22.719501,33.1195,0.27719444,"36,104",3969,"33,031",4612,658933,181884,27.9195005,28.367417208333336,10.137499750000002,75.09259630315532,78.85152557324963,34.4695,20.969501,13.499998999999995,27.952833833333333,27.827834166666666,29.002833999999996,27.227834166666668,1129.80001,215.40001,34.3,63.44796874621002,514.00001,158.5,280.1,456.80001
Hambantota,12,49,2022,2022-12,196.5,22.7695,31.619501,0.31073388,"36,104",3969,"33,031",4612,658933,181884,27.1945005,28.367417208333336,10.137499750000002,75.09259630315532,78.85152557324963,34.4695,20.969501,13.499998999999995,27.952833833333333,27.827834166666666,29.002833999999996,27.227834166666668,1129.80001,215.40001,34.3,63.44796874621002,514.00001,158.5,280.1,456.80001
Hambantota,1,21,2023,2023-01,78.2,21.469501,32.3695,0.22330779,"37,347",5468,"34,947",5087,665146,184699,26.9195005,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
Hambantota,2,24,2023,2023-02,80.5,22.7695,32.9695,0.20939435,"37,347",5468,"34,947",5087,665146,184699,27.8695,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
Hambantota,3,25,2023,2023-03,89.0,23.3195,32.3695,0.2049852,"37,347",5468,"34,947",5087,665146,184699,27.844500000000004,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
Hambantota,4,24,2023,2023-04,96.3,24.0195,33.2695,0.18799584,"37,347",5468,"34,947",5087,665146,184699,28.6445,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
Hambantota,5,46,2023,2023-05,76.9,24.869501,34.3195,0.22086827,"37,347",5468,"34,947",5087,665146,184699,29.5945005,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
Hambantota,6,57,2023,2023-06,16.2,24.969501,33.9695,0.13681945,"37,347",5468,"34,947",5087,665146,184699,29.4695005,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
Hambantota,7,19,2023,2023-07,50.2,23.8195,34.2195,0.17877285,"37,347",5468,"34,947",5087,665146,184699,29.0195,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
Hambantota,8,20,2023,2023-08,23.1,24.619501,34.0195,0.14311963,"37,347",5468,"34,947",5087,665146,184699,29.3195005,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
Hambantota,9,17,2023,2023-09,178.5,23.9195,31.5195,0.32022363,"37,347",5468,"34,947",5087,665146,184699,27.7195,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
Hambantota,10,31,2023,2023-10,310.1,22.969501,29.969501,0.3613441,"37,347",5468,"34,947",5087,665146,184699,26.469501,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
Hambantota,11,26,2023,2023-11,312.2,23.0695,30.5195,0.39226806,"37,347",5468,"34,947",5087,665146,184699,26.7945,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
Hambantota,12,90,2023,2023-12,257.7,23.4195,30.8195,0.39226747,"37,347",5468,"34,947",5087,665146,184699,27.119500000000002,28.06533358333333,8.924999666666666,69.45525572933249,111.61944892709784,34.3195,21.469501,12.849998999999997,26.794500333333332,29.269500333333337,29.361167,26.794500333333332,1568.9,312.2,16.2,81.79614614245834,880.0,89.5,143.3,880.0
