District,YearMonth,Precipitation_mm,Temp_Min_C,Temp_Max_C,Soil_Moisture_0_7cm
Gampaha,2015-04,265.1,23.874,32.424,0.4767458
Gampaha,2015-05,243.79999,24.474,31.024,0.4801089
Gampaha,2015-06,232.7,24.374,30.374,0.47704306
Gampaha,2015-07,206.1,24.224,29.824001,0.4799785
Gampaha,2015-08,154.0,23.724,30.574001,0.47587368
Gampaha,2015-09,297.6,23.724,30.024,0.47949445
Gampaha,2015-10,677.9,23.424002,30.524,0.48417607
Gampaha,2015-11,323.3,23.074001,31.174002,0.47495696
Gampaha,2015-12,285.2,22.174002,30.924002,0.44971237
Gampaha,2016-01,17.0,21.274,33.573997,0.29728764
Gampaha,2016-02,38.1,22.124,35.274,0.29584196
Gampaha,2016-03,43.2,24.724,35.924,0.2972191
Gampaha,2016-04,110.1,25.374,33.774,0.38064304
Gampaha,2016-05,771.80005,24.424002,32.424,0.47774193
Gampaha,2016-06,222.3,24.274,29.824001,0.47774586
Gampaha,2016-07,176.0,23.974,30.674002,0.47548252
Gampaha,2016-08,133.40001,24.124,29.924002,0.4755121
Gampaha,2016-09,114.200005,23.924002,29.024,0.47033197
Gampaha,2016-10,132.5,23.274,30.374,0.4611465
Gampaha,2016-11,320.9,21.474,31.024,0.46189445
Gampaha,2016-12,44.2,19.074001,31.863,0.3627191
Gampaha,2017-01,172.59999,19.363,35.663002,0.3203844
Gampaha,2017-02,46.0,19.563,36.063,0.33022767
Gampaha,2017-03,152.2,22.063,34.113,0.4317191
Gampaha,2017-04,160.6,23.513,33.463,0.45236805
Gampaha,2017-05,351.0,23.613,32.463,0.47424057
Gampaha,2017-06,376.6,23.013,30.413,0.49883333
Gampaha,2017-07,284.6,22.763,30.563,0.49230778
Gampaha,2017-08,394.2,22.963001,30.013,0.4995148
Gampaha,2017-09,326.7,22.913,31.563,0.4949125
Gampaha,2017-10,390.40002,22.513,30.713001,0.49908736
Gampaha,2017-11,444.6,21.513,31.113,0.48751527
Gampaha,2017-12,154.7,19.813,32.263,0.43550804
Gampaha,2018-01,47.600002,19.863,35.113,0.27715725
Gampaha,2018-02,89.2,20.863,36.313,0.28788394
Gampaha,2018-03,163.9,22.463001,33.213,0.44812232
Gampaha,2018-04,282.0,22.763,33.213,0.47745696
Gampaha,2018-05,448.30002,23.163,31.263,0.4979395
Gampaha,2018-06,460.30002,23.013,30.263,0.5043042
Gampaha,2018-07,207.9,23.063,29.763,0.48401344
Gampaha,2018-08,186.1,22.963001,29.763,0.48173654
Gampaha,2018-09,239.6,22.763,31.663,0.40805
Gampaha,2018-10,452.0,22.213001,30.713001,0.49941665
Gampaha,2018-11,397.59998,21.413,32.113,0.48176387
Gampaha,2018-12,104.8,19.213001,31.713001,0.4322097
Gampaha,2019-01,21.300001,20.813,35.763,0.30763844
Gampaha,2019-02,224.5,21.763,36.363,0.39578125
Gampaha,2019-03,87.0,22.213001,36.363,0.3300833
Gampaha,2019-04,215.40001,23.713001,36.313,0.37814444
Gampaha,2019-05,132.8,23.713001,32.063,0.4413535
Gampaha,2019-06,308.30002,23.413,32.013,0.49105138
Gampaha,2019-07,214.1,23.263,31.213001,0.46384946
Gampaha,2019-08,524.9,21.513,30.813,0.49584547
Gampaha,2019-09,360.6,21.613,31.013,0.498675
Gampaha,2019-10,661.2,21.513,32.063,0.49980778
Gampaha,2019-11,386.2,21.663,32.113,0.48865277
Gampaha,2019-12,223.6,21.163,31.863,0.46908468
Gampaha,2020-01,29.4,20.313,35.563,0.29476073
Gampaha,2020-02,40.5,22.013,37.363,0.2724253
Gampaha,2020-03,89.200005,22.413,36.663002,0.3034812
Gampaha,2020-04,202.0,22.913,35.263,0.42125
Gampaha,2020-05,374.80002,23.963001,32.813,0.47279167
Gampaha,2020-06,318.6,23.313,31.113,0.48692915
Gampaha,2020-07,321.40002,22.963001,32.163002,0.4942836
Gampaha,2020-08,297.90002,23.163,30.963001,0.45149195
Gampaha,2020-09,515.60004,22.563,30.513,0.49942917
Gampaha,2020-10,157.0,22.713001,30.213001,0.4719543
Gampaha,2020-11,437.30002,22.413,31.813,0.46920002
Gampaha,2020-12,189.3,21.263,31.413,0.43505648
Gampaha,2021-01,211.0,20.963001,31.713001,0.44856453
Gampaha,2021-02,13.6,21.013,35.613,0.3059896
Gampaha,2021-03,292.6,20.613,35.213,0.39097446
Gampaha,2021-04,135.8,22.513,33.663002,0.41894305
Gampaha,2021-05,523.8,22.963001,32.213,0.4922688
Gampaha,2021-06,297.1,23.213001,30.513,0.48600832
Gampaha,2021-07,323.7,23.513,30.363,0.48361152
Gampaha,2021-08,326.80002,23.113,30.013,0.49203363
Gampaha,2021-09,323.2,23.513,30.513,0.49195
Gampaha,2021-10,395.0,21.863,30.613,0.4924946
Gampaha,2021-11,588.4,21.263,31.013,0.49667642
Gampaha,2021-12,114.299995,19.963001,33.713,0.41541666
Gampaha,2022-01,78.1,18.013,34.713,0.3279718
Gampaha,2022-02,51.2,20.663,35.563,0.3132351
Gampaha,2022-03,65.0,22.513,35.363,0.34705243
Gampaha,2022-04,272.1,21.813,32.663002,0.45493057
Gampaha,2022-05,570.1,22.413,31.813,0.47969493
Gampaha,2022-06,253.3,22.263,30.263,0.48860833
Gampaha,2022-07,195.70001,22.713001,31.813,0.47922313
Gampaha,2022-08,346.49997,22.663,31.463001,0.4643172
Gampaha,2022-09,179.7,22.313,30.663,0.45139724
Gampaha,2022-10,432.6,22.013,31.763,0.48195833
Gampaha,2022-11,324.8,19.313,32.363,0.44411665
Gampaha,2022-12,186.4,20.113,31.913,0.45714113
Gampaha,2023-01,136.8,19.763,31.663,0.39584005
Gampaha,2023-02,120.8,19.863,34.613,0.39565474
Gampaha,2023-03,183.6,22.113,33.963,0.4365645
Gampaha,2023-04,217.0,21.713001,34.213,0.39808887
Gampaha,2023-05,226.3,22.913,32.263,0.44903895
Gampaha,2023-06,326.4,22.413,30.913,0.47563192
Gampaha,2023-07,277.2,22.313,30.463001,0.48242742
Gampaha,2023-08,120.6,22.813,31.063,0.43491533
Gampaha,2023-09,566.2,22.413,30.913,0.4996403
Gampaha,2023-10,614.0,21.863,31.663,0.49797717
Gampaha,2023-11,557.1,21.863,31.763,0.49757084
Gampaha,2023-12,404.40002,21.963001,32.263,0.48341396
Gampaha,2024-01,191.40001,19.663,33.063,0.43511963
Gampaha,2024-02,27.6,19.663,37.413002,0.3251566
Gampaha,2024-03,112.600006,21.713001,37.613,0.31553492
Gampaha,2024-04,223.90001,23.763,37.313,0.4206986
Gampaha,2024-05,741.5,23.363,33.813,0.48884004
Gampaha,2024-06,367.7,22.663,30.963001,0.48673472
Gampaha,2024-07,315.40002,22.763,31.263,0.47965994
Gampaha,2024-08,274.7,23.013,30.863,0.47773656
Gampaha,2024-09,339.00003,22.563,32.113,0.4936514
Gampaha,2024-10,405.40002,22.513,32.513,0.48213038
Gampaha,2024-11,473.40002,21.613,31.613,0.4868903
Gampaha,2024-12,157.40001,19.713001,31.463001,0.40905106
Hambantota,2007-01,29.799997,21.502,29.802,0.27205107
Hambantota,2007-02,17.099998,22.302,31.152,0.18918453
Hambantota,2007-03,18.4,22.352,33.052,0.16694087
Hambantota,2007-04,222.2,24.152,31.702,0.34997642
Hambantota,2007-05,23.2,24.952,33.502,0.22776882
Hambantota,2007-06,73.2,24.402,33.202,0.23107083
Hambantota,2007-07,26.7,24.402,32.651997,0.1889543
Hambantota,2007-08,55.3,24.402,32.651997,0.16687904
Hambantota,2007-09,70.5,24.302,32.151997,0.26574168
Hambantota,2007-10,126.8,23.902,31.302,0.31118143
Hambantota,2007-11,143.8,22.352,30.502,0.3510125
Hambantota,2007-12,129.5,21.202,29.852,0.33779976
Hambantota,2008-01,45.0,20.252,31.002,0.33101746
Hambantota,2008-02,57.4,21.002,30.902,0.26317385
Hambantota,2008-03,261.5,22.002,30.502,0.37223792
Hambantota,2008-04,169.6,23.552,31.652,0.37835974
Hambantota,2008-05,28.2,24.302,31.302,0.26338172
Hambantota,2008-06,34.5,24.552,31.952,0.22240554
Hambantota,2008-07,30.3,24.802,32.702,0.18053226
Hambantota,2008-08,63.1,24.052,32.452,0.17556317
Hambantota,2008-09,8.1,24.752,33.802,0.16683611
Hambantota,2008-10,207.0,22.952,34.101997,0.31597176
Hambantota,2008-11,248.9,23.002,30.402,0.34894028
Hambantota,2008-12,146.4,22.252,29.652,0.3677285
Hambantota,2009-01,11.6,21.402,29.952,0.22962232
Hambantota,2009-02,4.7000003,21.252,32.101997,0.13802679
Hambantota,2009-03,87.1,22.252,33.651997,0.2432594
Hambantota,2009-04,74.6,23.802,32.702,0.27660835
Hambantota,2009-05,44.2,25.152,33.702,0.18052956
Hambantota,2009-06,24.1,25.252,32.651997,0.157325
Hambantota,2009-07,12.8,25.002,33.452,0.1409664
Hambantota,2009-08,50.8,24.202,33.302,0.19030106
Hambantota,2009-09,30.7,24.902,33.452,0.16503333
Hambantota,2009-10,70.799995,24.052,32.802,0.19886693
Hambantota,2009-11,374.09998,23.302,29.602,0.40774447
Hambantota,2009-12,146.8,23.002,29.402,0.3988575
Hambantota,2010-01,47.600002,22.352,30.702,0.28179166
Hambantota,2010-02,8.5,22.452,31.702,0.21535267
Hambantota,2010-03,41.399998,23.252,33.202,0.15946372
Hambantota,2010-04,134.3,25.052,33.151997,0.31538194
Hambantota,2010-05,117.700005,25.502,32.002,0.3452043
Hambantota,2010-06,48.3,25.052,32.252,0.2428111
Hambantota,2010-07,22.2,24.652,33.502,0.18173388
Hambantota,2010-08,20.1,24.902,34.052,0.14576344
Hambantota,2010-09,75.8,23.352,33.752,0.19487222
Hambantota,2010-10,50.4,23.752,32.952,0.22013575
Hambantota,2010-11,350.1,23.402,31.352,0.35603613
Hambantota,2010-12,343.4,21.802,29.802,0.38729438
Hambantota,2011-01,264.8,20.302,28.952,0.38048387
Hambantota,2011-02,139.2,22.652,29.852,0.36559674
Hambantota,2011-03,60.5,21.402,31.352,0.322625
Hambantota,2011-04,149.8,23.252,31.252,0.3205375
Hambantota,2011-05,35.7,24.852,31.402,0.24348523
Hambantota,2011-06,10.8,25.502,33.052,0.15362082
Hambantota,2011-07,14.300001,25.102,33.101997,0.13867071
Hambantota,2011-08,47.9,24.202,32.702,0.18439785
Hambantota,2011-09,52.100002,24.852,33.151997,0.20744999
Hambantota,2011-10,177.0,23.902,33.302,0.24809542
Hambantota,2011-11,165.1,23.152,30.052,0.36485
Hambantota,2011-12,238.59999,19.952,29.952,0.38180915
Hambantota,2012-01,21.7,19.002,29.952,0.2531465
Hambantota,2012-02,39.7,22.552,31.502,0.23301007
Hambantota,2012-03,58.800003,23.402,32.651997,0.2242836
Hambantota,2012-04,107.9,23.852,31.402,0.33702362
Hambantota,2012-05,8.7,25.202,33.452,0.16265996
Hambantota,2012-06,19.9,24.702,33.052,0.14698194
Hambantota,2012-07,11.0,24.552,34.002,0.14115053
Hambantota,2012-08,38.9,24.452,33.101997,0.1608965
Hambantota,2012-09,63.9,24.352,33.101997,0.22522777
Hambantota,2012-10,280.5,23.852,32.651997,0.31527823
Hambantota,2012-11,243.7,23.252,30.252,0.3974903
Hambantota,2012-12,135.8,22.102,29.402,0.38430783
Hambantota,2013-01,135.7,21.952,30.252,0.35930243
Hambantota,2013-02,87.600006,22.502,30.602,0.31746277
Hambantota,2013-03,100.4,23.152,31.252,0.33179703
Hambantota,2013-04,59.399998,24.552,32.752,0.27279583
Hambantota,2013-05,63.9,25.202,32.552,0.28296104
Hambantota,2013-06,35.0,25.002,31.502,0.21236944
Hambantota,2013-07,9.5,24.802,32.702,0.14572044
Hambantota,2013-08,9.900001,24.502,33.302,0.13103227
Hambantota,2013-09,31.8,24.802,32.702,0.18674584
Hambantota,2013-10,87.1,23.652,33.002,0.21978763
Hambantota,2013-11,140.8,23.352,30.752,0.3383889
Hambantota,2013-12,95.200005,22.702,30.102,0.33596236
Hambantota,2014-01,27.0,22.302,30.302,0.2242594
Hambantota,2014-02,13.3,21.502,32.302,0.14619792
Hambantota,2014-03,11.5,22.652,34.302,0.15015458
Hambantota,2014-04,102.2,24.352,33.802,0.2270639
Hambantota,2014-05,105.1,24.902,32.702,0.26141396
Hambantota,2014-06,6.2000003,25.302,34.802,0.13262361
Hambantota,2014-07,9.400001,25.652,34.202,0.12982394
Hambantota,2014-08,22.999998,24.752,33.101997,0.15157259
Hambantota,2014-09,49.5,24.452,33.002,0.17637917
Hambantota,2014-10,274.09998,23.852,31.452,0.34645027
Hambantota,2014-11,214.2,22.102,30.552,0.37572223
Hambantota,2014-12,447.4,22.102,30.052,0.39709678
Hambantota,2015-01,16.6,21.752,30.302,0.26160347
Hambantota,2015-02,55.8,21.552,30.902,0.23688094
Hambantota,2015-03,62.600002,22.252,32.002,0.2471183
Hambantota,2015-04,188.9,24.152,31.552,0.34651527
Hambantota,2015-05,86.2,25.202,31.802,0.32994488
Hambantota,2015-06,33.8,25.152,32.601997,0.20269027
Hambantota,2015-07,15.1,25.052,32.952,0.14909273
Hambantota,2015-08,43.6,24.752,34.151997,0.1736949
Hambantota,2015-09,140.40001,24.302,33.351997,0.26003888
Hambantota,2015-10,314.5,24.102,31.702,0.36031318
Hambantota,2015-11,215.09999,23.402,30.502,0.40048057
Hambantota,2015-12,174.20001,22.602,29.702,0.38769355
Hambantota,2016-01,9.900001,22.102,31.602,0.2272621
Hambantota,2016-02,16.2,23.102,32.052,0.17836064
Hambantota,2016-03,27.0,23.152,34.052,0.16072848
Hambantota,2016-04,70.9,25.252,33.401997,0.2657389
Hambantota,2016-05,338.7,25.002,31.952,0.3616613
Hambantota,2016-06,21.6,25.252,31.852,0.24231666
Hambantota,2016-07,36.0,24.852,33.802,0.15538307
Hambantota,2016-08,11.0,24.852,33.601997,0.14764382
Hambantota,2016-09,4.2000003,24.652,33.052,0.1308375
Hambantota,2016-10,45.5,24.302,33.901997,0.1719879
Hambantota,2016-11,152.6,22.452,31.902,0.33866665
Hambantota,2016-12,50.9,21.952,32.2195,0.26554167
Hambantota,2017-01,82.0,22.119501,33.5695,0.19313845
Hambantota,2017-02,56.4,22.2695,33.6195,0.20104463
Hambantota,2017-03,96.399994,23.369501,31.969501,0.23916934
Hambantota,2017-04,60.2,24.869501,35.2195,0.18858056
Hambantota,2017-05,46.2,24.5695,34.3695,0.1745121
Hambantota,2017-06,33.7,25.119501,34.169502,0.19367361
Hambantota,2017-07,32.4,25.0695,35.2195,0.14253092
Hambantota,2017-08,30.800001,24.369501,35.0695,0.15102285
Hambantota,2017-09,60.999996,24.719501,33.1195,0.22920416
Hambantota,2017-10,88.4,24.369501,33.419502,0.20030646
Hambantota,2017-11,511.7,23.2695,31.7695,0.34370276
Hambantota,2017-12,117.0,22.8195,30.6695,0.30551478
Hambantota,2018-01,63.599995,20.369501,32.5695,0.15434946
Hambantota,2018-02,39.7,22.869501,31.719501,0.25174257
Hambantota,2018-03,103.0,23.4195,32.0695,0.27408603
Hambantota,2018-04,131.6,24.119501,31.1695,0.2679528
Hambantota,2018-05,176.0,24.619501,32.3195,0.32552284
Hambantota,2018-06,75.399994,24.619501,32.0195,0.24812777
Hambantota,2018-07,23.3,24.5695,34.169502,0.14109543
Hambantota,2018-08,18.0,24.6695,34.3695,0.13537095
Hambantota,2018-09,58.0,24.219501,35.0695,0.15594444
Hambantota,2018-10,268.9,22.869501,31.219501,0.33793414
Hambantota,2018-11,168.9,22.469501,31.5195,0.36238194
Hambantota,2018-12,64.5,22.5695,30.719501,0.2928804
Hambantota,2019-01,20.2,20.9195,33.9695,0.16023523
Hambantota,2019-02,193.20001,23.0195,32.7695,0.22171725
Hambantota,2019-03,45.1,23.6695,33.0695,0.18633603
Hambantota,2019-04,69.5,24.5195,32.9695,0.2149125
Hambantota,2019-05,53.4,24.969501,33.8195,0.1850027
Hambantota,2019-06,56.399998,24.869501,33.669502,0.19330278
Hambantota,2019-07,42.3,24.8195,33.8695,0.17193682
Hambantota,2019-08,108.1,23.4195,32.5695,0.23864517
Hambantota,2019-09,150.3,23.6695,33.669502,0.27749306
Hambantota,2019-10,312.4,23.3195,30.469501,0.35601747
Hambantota,2019-11,192.6,23.469501,30.5695,0.34037918
Hambantota,2019-12,152.0,23.4195,30.369501,0.3585672
Hambantota,2020-01,25.500004,22.1695,32.1195,0.17968951
Hambantota,2020-02,77.49999,22.3195,32.919502,0.17830747
Hambantota,2020-03,13.499999,23.8195,32.8195,0.14018683
Hambantota,2020-04,70.1,22.9195,33.5195,0.21297917
Hambantota,2020-05,70.9,24.969501,32.9695,0.22908871
Hambantota,2020-06,27.7,25.469501,35.0195,0.15378751
Hambantota,2020-07,90.9,24.3195,33.1195,0.18984275
Hambantota,2020-08,48.8,24.7695,33.919502,0.17432259
Hambantota,2020-09,61.0,24.369501,32.7195,0.1856889
Hambantota,2020-10,32.0,24.219501,34.7695,0.16119893
Hambantota,2020-11,193.70001,23.9195,32.8195,0.29340693
Hambantota,2020-12,111.6,23.1695,32.169502,0.26797983
Hambantota,2021-01,177.7,22.4195,31.2695,0.3153562
Hambantota,2021-02,23.6,22.219501,32.5695,0.19795239
Hambantota,2021-03,115.8,22.8195,33.169502,0.21551612
Hambantota,2021-04,47.300003,23.469501,35.2195,0.1775
Hambantota,2021-05,90.5,24.219501,34.2195,0.21101882
Hambantota,2021-06,32.4,25.0695,36.5195,0.14280416
Hambantota,2021-07,38.600002,24.869501,34.2695,0.17996237
Hambantota,2021-08,53.3,24.0695,33.8695,0.14576612
Hambantota,2021-09,49.1,24.5695,34.0695,0.17941944
Hambantota,2021-10,145.5,23.469501,33.169502,0.24233602
Hambantota,2021-11,235.8,23.0195,33.4695,0.3191972
Hambantota,2021-12,125.200005,22.869501,32.0695,0.2965484
Hambantota,2022-01,44.9,20.969501,32.169502,0.19667742
Hambantota,2022-02,43.5,22.869501,33.5695,0.18138394
Hambantota,2022-03,70.1,23.619501,33.7695,0.20002419
Hambantota,2022-04,80.7,23.7695,33.5195,0.24595694
Hambantota,2022-05,122.7,23.719501,34.2195,0.24567205
Hambantota,2022-06,44.3,24.4195,33.169502,0.22491248
Hambantota,2022-07,113.1,24.119501,34.3695,0.1739328
Hambantota,2022-08,62.2,23.7695,33.1195,0.1885887
Hambantota,2022-09,34.3,23.469501,34.4695,0.19087777
Hambantota,2022-10,102.1,23.369501,34.1195,0.20358469
Hambantota,2022-11,215.40001,22.719501,33.1195,0.27719444
Hambantota,2022-12,196.5,22.7695,31.619501,0.31073388
Hambantota,2023-01,78.2,21.469501,32.3695,0.22330779
Hambantota,2023-02,80.5,22.7695,32.9695,0.20939435
Hambantota,2023-03,89.0,23.3195,32.3695,0.2049852
Hambantota,2023-04,96.3,24.0195,33.2695,0.18799584
Hambantota,2023-05,76.9,24.869501,34.3195,0.22086827
Hambantota,2023-06,16.2,24.969501,33.9695,0.13681945
Hambantota,2023-07,50.2,23.8195,34.2195,0.17877285
Hambantota,2023-08,23.1,24.619501,34.0195,0.14311963
Hambantota,2023-09,178.5,23.9195,31.5195,0.32022363
Hambantota,2023-10,310.1,22.969501,29.969501,0.3613441
Hambantota,2023-11,312.2,23.0695,30.5195,0.39226806
Hambantota,2023-12,257.7,23.4195,30.8195,0.39226747
Hambantota,2024-01,195.3,21.869501,31.6695,0.33061424
Hambantota,2024-02,39.0,23.5695,33.169502,0.19462357
Hambantota,2024-03,74.9,22.969501,33.919502,0.18388307
Hambantota,2024-04,113.7,24.619501,33.8195,0.25657502
Hambantota,2024-05,215.5,24.7695,33.0195,0.32475942
Hambantota,2024-06,57.6,24.8195,31.969501,0.26174584
Hambantota,2024-07,36.9,24.5695,33.669502,0.17781857
Hambantota,2024-08,107.4,24.5695,34.7695,0.23031318
Hambantota,2024-09,77.6,23.969501,34.419502,0.19097778
Hambantota,2024-10,146.6,23.8195,32.9695,0.26009408
Hambantota,2024-11,326.4,23.2695,31.5195,0.29839167
Hambantota,2024-12,175.9,22.5695,32.0695,0.23688442
Jaffna,2007-01,31.999998,23.774,27.674002,0.1933965
Jaffna,2007-02,15.1,23.624,29.474,0.193189
Jaffna,2007-03,1.0,24.074001,32.224,0.14477287
Jaffna,2007-04,66.50001,25.174002,32.124,0.23134306
Jaffna,2007-05,17.400002,27.724,32.624,0.16385216
Jaffna,2007-06,63.4,26.674002,33.274,0.22662777
Jaffna,2007-07,26.800001,25.724,31.624,0.17252286
Jaffna,2007-08,52.2,25.974,31.374,0.20577554
Jaffna,2007-09,75.799995,25.474,30.774,0.24083333
Jaffna,2007-10,425.3,24.074001,31.024,0.31563306
Jaffna,2007-11,109.3,24.124,28.674002,0.3773764
Jaffna,2007-12,249.79999,20.324001,27.724,0.344293
Jaffna,2008-01,24.4,22.824001,28.624,0.25073117
Jaffna,2008-02,42.5,23.574001,29.574001,0.19862212
Jaffna,2008-03,205.7,23.274,29.674002,0.34264922
Jaffna,2008-04,54.3,24.924002,31.424002,0.29771945
Jaffna,2008-05,4.2,27.274,31.074001,0.15813978
Jaffna,2008-06,43.899998,26.424002,31.574001,0.19443472
Jaffna,2008-07,34.100002,25.774,31.174002,0.1902715
Jaffna,2008-08,59.8,24.874,31.324001,0.20008737
Jaffna,2008-09,26.900002,25.724,31.774,0.19794999
Jaffna,2008-10,281.4,23.724,31.374,0.3023078
Jaffna,2008-11,619.6,23.574001,29.374,0.34209165
Jaffna,2008-12,160.2,23.774,27.924002,0.3729395
Jaffna,2009-01,59.700005,23.024,27.524,0.2825242
Jaffna,2009-02,0.0,21.824001,30.474,0.15727232
Jaffna,2009-03,135.20001,24.074001,31.274,0.24769354
Jaffna,2009-04,102.3,25.124,31.924002,0.2415625
Jaffna,2009-05,44.3,26.724,32.424,0.19832526
Jaffna,2009-06,4.9,27.024,30.774,0.16595277
Jaffna,2009-07,26.1,26.074001,31.724,0.16578092
Jaffna,2009-08,51.5,25.274,32.174,0.21196908
Jaffna,2009-09,74.9,25.024,31.474,0.23471113
Jaffna,2009-10,61.799995,25.274,31.824001,0.18230644
Jaffna,2009-11,355.40002,24.374,29.424002,0.39427084
Jaffna,2009-12,322.59998,23.924002,28.224,0.38630646
Jaffna,2010-01,44.700005,23.674002,28.174002,0.29209274
Jaffna,2010-02,0.0,23.874,30.124,0.1595104
Jaffna,2010-03,4.9,23.624,32.174,0.14137366
Jaffna,2010-04,65.3,25.874,33.724,0.19399445
Jaffna,2010-05,54.9,26.074001,33.474,0.24172448
Jaffna,2010-06,53.8,26.774,32.724,0.22430278
Jaffna,2010-07,27.6,26.474,31.374,0.1807863
Jaffna,2010-08,146.2,25.324001,32.823997,0.24176747
Jaffna,2010-09,96.3,24.724,30.174002,0.2919861
Jaffna,2010-10,174.5,24.374,29.774,0.3159664
Jaffna,2010-11,356.80002,24.124,29.124,0.3934278
Jaffna,2010-12,415.5,22.324001,27.874,0.38799328
Jaffna,2011-01,243.4,22.174002,27.074001,0.35966128
Jaffna,2011-02,97.9,22.974,29.074001,0.3057976
Jaffna,2011-03,6.2000003,23.174002,31.574001,0.17051478
Jaffna,2011-04,162.8,25.074001,32.024,0.2439889
Jaffna,2011-05,4.2000003,26.874,31.674002,0.2045484
Jaffna,2011-06,7.5000005,27.774,32.374,0.15173194
Jaffna,2011-07,63.2,25.074001,32.124,0.22082797
Jaffna,2011-08,64.2,25.524,30.974,0.22200269
Jaffna,2011-09,45.9,26.674002,31.124,0.21148057
Jaffna,2011-10,332.5,24.724,30.974,0.3095457
Jaffna,2011-11,251.0,23.874,28.274,0.3962861
Jaffna,2011-12,112.200005,21.774,28.174002,0.35804707
Jaffna,2012-01,11.5,21.274,27.774,0.26495966
Jaffna,2012-02,6.2,24.374,30.124,0.16764368
Jaffna,2012-03,6.5000005,24.324001,32.323997,0.15022312
Jaffna,2012-04,48.9,25.824001,32.024,0.19820139
Jaffna,2012-05,1.6,27.624,32.323997,0.1580699
Jaffna,2012-06,8.299999,26.924002,31.574001,0.14822917
Jaffna,2012-07,34.600002,26.174002,32.323997,0.18193817
Jaffna,2012-08,42.2,26.474,30.774,0.18532124
Jaffna,2012-09,43.7,24.874,32.124,0.19095972
Jaffna,2012-10,448.9,24.424002,31.074001,0.3386331
Jaffna,2012-11,71.0,23.374,29.024,0.3471986
Jaffna,2012-12,125.3,22.474,28.274,0.32492608
Jaffna,2013-01,65.8,23.974,27.674002,0.29699865
Jaffna,2013-02,43.3,24.324001,28.824001,0.23655953
Jaffna,2013-03,48.499996,24.874,32.224,0.21523252
Jaffna,2013-04,11.900001,26.824001,33.274,0.15921527
Jaffna,2013-05,31.2,26.574001,33.174,0.16483872
Jaffna,2013-06,28.1,26.324001,30.924002,0.19635695
Jaffna,2013-07,17.6,26.724,31.674002,0.17841803
Jaffna,2013-08,53.0,25.024,31.774,0.21776478
Jaffna,2013-09,75.4,24.674002,30.674002,0.24298054
Jaffna,2013-10,70.700005,24.524,31.024,0.21282257
Jaffna,2013-11,147.9,23.574001,29.524,0.33257636
Jaffna,2013-12,106.4,21.974,27.724,0.30311963
Jaffna,2014-01,193.1,22.274,26.924002,0.32101476
Jaffna,2014-02,7.5000005,22.874,29.224,0.18627827
Jaffna,2014-03,0.5,24.924002,31.824001,0.1460242
Jaffna,2014-04,17.4,26.324001,32.823997,0.15693888
Jaffna,2014-05,117.799995,25.574001,31.374,0.2612137
Jaffna,2014-06,3.0,27.374,32.823997,0.14841388
Jaffna,2014-07,16.0,27.224,32.424,0.15890725
Jaffna,2014-08,79.8,25.374,31.274,0.24099194
Jaffna,2014-09,75.399994,24.974,32.073997,0.19618611
Jaffna,2014-10,260.30002,24.274,30.424002,0.37010887
Jaffna,2014-11,383.90002,22.474,29.024,0.39585972
Jaffna,2014-12,405.3,22.624,28.174002,0.40187767
Jaffna,2015-01,10.3,23.374,28.124,0.25865728
Jaffna,2015-02,18.7,23.674002,29.374,0.19261013
Jaffna,2015-03,14.699999,24.474,31.324001,0.16425134
Jaffna,2015-04,67.7,25.174002,32.524,0.23711805
Jaffna,2015-05,174.0,25.824001,31.874,0.29732797
Jaffna,2015-06,34.2,26.274,31.124,0.22414862
Jaffna,2015-07,21.5,26.924002,31.974,0.1743777
Jaffna,2015-08,59.5,25.224,32.874,0.21370699
Jaffna,2015-09,88.7,24.874,31.674002,0.20591666
Jaffna,2015-10,229.8,24.724,30.024,0.37056318
Jaffna,2015-11,601.0,24.124,29.174002,0.40768614
Jaffna,2015-12,271.0,24.624,28.524,0.3789704
Jaffna,2016-01,13.900001,24.374,28.774,0.24507125
Jaffna,2016-02,9.6,24.574001,30.824001,0.15625288
Jaffna,2016-03,4.2,25.424002,32.674,0.14924866
Jaffna,2016-04,10.8,27.224,33.624,0.15464585
Jaffna,2016-05,279.5,26.124,33.224,0.27184275
Jaffna,2016-06,41.0,25.974,31.074001,0.22789583
Jaffna,2016-07,56.3,26.024,31.724,0.21682124
Jaffna,2016-08,40.9,25.824001,32.073997,0.19113307
Jaffna,2016-09,10.3,26.574001,31.924002,0.1762875
Jaffna,2016-10,62.5,25.124,31.374,0.19137904
Jaffna,2016-11,146.3,22.274,29.824001,0.3258639
Jaffna,2016-12,88.5,20.974,28.574001,0.28951615
Jaffna,2017-01,122.9,20.174002,29.324001,0.24918815
Jaffna,2017-02,5.2000003,19.824001,30.824001,0.19733779
Jaffna,2017-03,62.2,22.524,34.224,0.2139731
Jaffna,2017-04,10.400001,26.424002,33.573997,0.1596
Jaffna,2017-05,42.8,26.774,32.424,0.19348657
Jaffna,2017-06,61.7,27.174002,32.374,0.207125
Jaffna,2017-07,37.2,25.674002,34.073997,0.19106184
Jaffna,2017-08,186.90001,24.974,32.374,0.2997836
Jaffna,2017-09,153.9,25.374,31.174002,0.33798888
Jaffna,2017-10,258.9,24.224,30.224,0.35884544
Jaffna,2017-11,370.9,23.824001,29.774,0.40005833
